te	gloss	pos	status
వస్తున్న	coming (to) — relative participle of వచ్చు 'to come'	verb — present relative participle	draft
పెళ్లెం	wife (colloquial; from పెళ్లాం)	noun	draft
ఇరవైమూడో	twenty-third (ordinal of ఇరవైమూడు)	adjective — ordinal number	draft
ఏర్పడే	that is formed/arises (from ఏర్పడు)	verb — relative participle (non-past)	draft
ఇరవైఏడు	twenty-seven (27th)	numeral	draft
ఆకాహూణి	All India Radio (garbled ఆకాశవాణి)	name (OCR-garbled)	draft
బుట్టే	basket (emphatic: exactly this basket); from బుట్ట	noun + emphatic -ఏ	draft
తెగాయి	broke/tore (from తెగు, of చెప్పులు: snapped)	verb — past, 3rd pl/neut	draft
కనిపెంచటంలేదా	isn't (she) raising/nurturing? (from కనిపెంచు)	verb — negative interrogative, verbal noun + లేదా	draft
కనిపించటం	"being seen; (with ""lēdu"") is missing — from కనిపించు"	verbal noun (infinitive/gerund)	draft
నీకేం	what do you (want)? (నీకు + ఏం)	pronoun phrase — dative + interrogative	draft
ముంచి	having dipped/immersed (from ముంచు)	verb — past participle	draft
స్నేహితురాళ్ళు	female friends (pl. of స్నేహితురాలు)	noun — plural	draft
నన్నడ్రుగుతావేం	why ask me? (nannu + aḍugu, 'to ask')	verb phrase — pres/fut 2sg with question clitic	draft
చూశారా	did you (all) see? — from చూడు (to see)	verb — past, 2pl, interrogative	draft
వేయిస్తున్నాం	we are having (it) put up/built (caus. of వేయు)	verb — causative, present, 1pl	draft
ఎదురుచూడటం	waiting/looking for (verbal noun of ఎదురుచూడు)	verbal noun (gerund)	draft
చదువుతున్నానండీ	I am studying (respectful); from చదువు 'to study'	verb — present continuous, 1sg + polite particle	draft
ఎవరిదో	whose it is (someone's, unknown) — from ఎవరు 'who'	pronoun — genitive + indefinite -ఓ	draft
నిన్నుమా	you (accusative) + our (run-together నిన్ను + మా)	pronoun — accusative + possessive	draft
ఉత్సాహంగానే	enthusiastically, with interest (from ఉత్సాహం 'enthusiasm')	adverb — noun + -గా + emphatic -నే	draft
రెండొందల	two hundred (of); from రెండు వందలు	numeral — oblique/attributive	draft
ఎనభైఎనిమిది	eighty-eight (with వేలు: 88,000)	numeral	draft
ఒకరిని	one (person), accusative — part of 'each other'; from ఒకరు	pronoun — accusative	draft
యాతన	agony, suffering, torment	noun	draft
చస్తుందని	that (it) would die (from చచ్చు 'to die')	verb — future/habitual 3sg + quotative -ani	draft
స్రవలలన్నీ			ocr-junk
పయసు	payasam, sweet milk pudding (var. of పాయసం)	noun	draft
దొరకటం	getting/finding (verbal noun of దొరుకు, to be available)	verbal noun	draft
బీరకాయ్	ridge gourd (a vegetable)	noun	draft
టగ్గ్ఆఫవార్	"""tug of war"" (English loanword)"	noun (loanword)	draft
నిద్రపోతున్నాడా	is he sleeping? (from నిద్రపోవు, to sleep)	verb — present continuous, 3sg masc, question	draft
చెయ్యదు	will not do/work — from చెయ్యు 'to do'	verb — negative future/habitual, 3sg neut	draft
ఎక్కడి	where...to (in 'where did he go?')	interrogative adjective (ఎక్కడ 'where')	draft
మరొక	another, one more	adjective (from మరి + ఒక)	draft
నిన్నబ్నించి	since yesterday (from నిన్న 'yesterday' + నుంచి)	adverbial phrase	draft
వారాలు	weeks (plural of వారం)	noun — plural	draft
పంపించి	having sent (from పంపించు, to send)	verb — past participle	draft
బజారుకు	to the market (from బజారు)	noun — dative sg	draft
పండదా	doesn't it grow/ripen? (from పండు)	verb — negative interrogative, 3sg	draft
సుల్తాన్	Sultan (part of the name Tippu Sultan)	name/title	draft
అక్కర్లేదండీ	no need, sir (అక్కరలేదు + polite -అండీ)	verb — negative, with polite particle	draft
పనిచెయ్యదు	won't work (with me); from పనిచేయు 'to work'	verb — negative, 3sg neuter	draft
తానికి			ocr-junk
ముఖర్జీగారి	Mr. Mukherjee's (oblique/possessive of ముఖర్జీగారు)	name — possessive	draft
మెట్ట	dry (unirrigated) upland	noun (attributive)	draft
వేడివేడి	piping hot (reduplicated form of వేడి 'hot')	adjective	draft
ఇప్పుడెందుకు	why now? (ఇప్పుడు + ఎందుకు)	adverb phrase	draft
దేరుతున్నావు	are setting out/leaving (from బయలుదేరు)	verb — present continuous, 2sg	draft
వాడ్డారా	do (you) use? (from వాడు 'to use')	verb — present/habitual, 2pl/hon., interrogative	draft
అనుకరణా	nor an imitation (అనుకరణ + -ā 'and/or')	noun with coordinating suffix	draft
ఎనిమిదిం	eight (part of ఎనిమిదింటికి 'at eight o'clock')	numeral — line-break fragment	draft
తినగలవో	how many you can eat (from తిను, 'to eat')	verb — potential, 2sg + interrogative -ఓ	draft
పాలే	milk only (పాలు + emphatic -ఏ)	noun — plural with emphatic particle	draft
ఆటలేనండీ	it's nothing but games (for her), sir! (from ఆట 'game')	noun — pl. + emphatic ఏ + polite అండీ	draft
వెళ్ళిపోయింది	went (in), disappeared into — from వెళ్ళిపోవు	verb — past, 3sg neut/fem	draft
కాయ	fruit; here a single (unripe) fruit/piece	noun	draft
నీళ్ళపాలు	watery/diluted milk (water + milk)	noun (compound), object form	draft
పగళ్ళ	days' (daytime); plural oblique of పగలు 'day'	noun — plural oblique	draft
ఉండే	(that he) lives in — relative participle of ఉండు 'to be, live'	verb — relative participle	draft
తీసుకురావటం	bringing, the act of bringing (from తీసుకురావు)	verbal noun (gerund)	draft
దేనికీ	"of/to anything (in negation); from ఏది ""what"""	pronoun — dative + emphatic	draft
కనిపిస్తున్నాయి	are visible, can be seen (from కనిపించు)	verb — present continuous, 3pl	draft
తెల్లవారుతున్నది	it is dawning (from తెల్లవారు, to dawn)	verb — present progressive, 3sg neuter	draft
జామకాయలున్నాయి	there are guavas (jāmakāya + unnāyi)	noun + verb — 'guavas are/were there', 3pl	draft
తీరాలి	must be settled/fulfilled; from తీరు	verb — obligative (must)	draft
ఎవరితోనైనా	to anyone at all; from ఎవరు 'who'	pronoun — comitative + concessive	draft
వోర్షన్లు	portions, units (of the building) for rent	noun — plural (from English 'portion')	draft
అడగండి	ask (polite imperative, from అడుగు 'to ask')	verb — imperative, plural/polite	draft
అర్థమవుతుంది	will be understood; (I) understand — from అర్థమవు	verb — future/habitual, 3sg neut	draft
అటెండర్ని	an attender (I am ~); from అటెండర్ + -ని 1sg predicative	noun — predicative, 1sg	draft
రచయిత్రు	"(female) writers — part of రచయిత్రులలో ""among writers"", from రచయిత్రి"	noun — plural stem (split form)	draft
తెరు	open! (imperative of తెరుచు 'to open')	verb — imperative, 2sg	draft
మనవడివా	are you the grandson? (from మనవడు 'grandson')	noun + 2sg copula, interrogative	draft
ఇరవైనాలుగు	twenty-four (minutes past)	numeral	draft
పిన్నిగారి	aunt's (mother's younger sister's) — from పిన్ని	noun — genitive, honorific	draft
ు			ocr-junk
వస్తున్నాయి	are coming (from వచ్చు, to come)	verb — present continuous, 3pl	draft
వరకూ	up to, until (in ఇంత వరకూ 'until now')	postposition	draft
బాగున్నాయండి	are good, sir (బాగుండు + polite -అండి)	verb — present, 3pl neut, polite	draft
